,bigram,PMI
56,"('domestic', 'concerns')",14.224114757274513
57,"('dozen', 'settlers')",14.224114757274513
58,"('durable', 'element')",14.224114757274513
59,"('effectually', 'suppressed')",14.224114757274513
60,"('enslave', 'OTHERS')",14.224114757274513
61,"('feeble', 'keepers')",14.224114757274513
62,"('flat', 'contradiction')",14.224114757274513
63,"('fraternal', 'affection')",14.224114757274513
64,"('gentleman', 'deeply')",14.224114757274513
65,"('gold', 'mines')",14.224114757274513
66,"('greedy', 'chase')",14.224114757274513
67,"('gross', 'breach')",14.224114757274513
68,"('grossly', 'violated')",14.224114757274513
69,"('hastily', 'swallowed')",14.224114757274513
70,"('hear', 'vaunted')",14.224114757274513
71,"('honestly', 'buys')",14.224114757274513
72,"('hot', 'haste')",14.224114757274513
73,"('incipient', 'stages')",14.224114757274513
74,"('irritations', 'growing')",14.224114757274513
75,"('jogging', 'southward')",14.224114757274513
76,"('latest', 'generations')",14.224114757274513
77,"('light', 'breaks')",14.224114757274513
78,"('lying', 'immediately')",14.224114757274513
79,"('material', 'enabling')",14.224114757274513
80,"('maternal', 'gag')",14.224114757274513
81,"('military', 'phrase')",14.224114757274513
82,"('monstrous', 'injustice')",14.224114757274513
83,"('negro-livery', 'stable')",14.224114757274513
84,"('partnership', 'affairs')",14.224114757274513
85,"('plausible', 'excuses')",14.224114757274513
86,"('preceding', 'kindred')",14.224114757274513
87,"('progressing', 'swimmingly')",14.224114757274513
88,"('proud', 'sobriquet')",14.224114757274513
89,"('reasonable', 'deduction')",14.224114757274513
90,"('repeatedly', 'appealed')",14.224114757274513
91,"('respectfully', 'demur')",14.224114757274513
92,"('sad', 'evidence')",14.224114757274513
93,"('sending', 'emigrants')",14.224114757274513
94,"('seriously', 'alarmed')",14.224114757274513
95,"('setting', 'fire')",14.224114757274513
96,"('sheet', 'anchor')",14.224114757274513
97,"('showed', 'signs')",14.224114757274513
98,"('shuffled', 'aside')",14.224114757274513
99,"('slightest', 'allusion')",14.224114757274513
100,"('smaller', 'fraction')",14.224114757274513
101,"('snaky', 'contact')",14.224114757274513
102,"('stake', 'played')",14.224114757274513
103,"('stares', 'horribly')",14.224114757274513
104,"('step', 'toward')",14.224114757274513
105,"('strongly', 'resembling')",14.224114757274513
106,"('successfully', 'misrepresent')",14.224114757274513
107,"('till', 'today')",14.224114757274513
108,"('unprecedented', 'rapidity')",14.224114757274513
109,"('vivid', 'impression')",14.224114757274513
110,"('whoever', 'holds')",14.224114757274513
111,"('-about', '470')",14.224114757274512
112,"('-instinctively', 'shrinking')",14.224114757274512
113,"('-some', 'poet')",14.224114757274512
114,"('instinctively', 'shrinking')",14.224114757274512
115,"('BY', 'NECESSITY')",13.224114757274513
116,"('Before', 'proceeding')",13.224114757274513
117,"('British', 'King')",13.224114757274513
118,"('CONCERNS', 'IN')",13.224114757274513
119,"('Every', 'inch')",13.224114757274513
120,"('Fools', 'rush')",13.224114757274513
121,"('French', 'inhabitants')",13.224114757274513
122,"('ITS', 'DOMESTIC')",13.224114757274513
123,"('ITS', 'OWN')",13.224114757274513
124,"('More', 'recently')",13.224114757274513
125,"('Necessity', 'drove')",13.224114757274513
126,"('OF', 'THE')",13.224114757274513
127,"('ONLY', 'BY')",13.224114757274513
128,"('OTHER', 'PEOPLE')",13.224114757274513
129,"('President', 'Polk')",13.224114757274513
130,"('REGULATE', 'ITS')",13.224114757274513
131,"('THE', 'CONSENT')",13.224114757274513
132,"('THE', 'GOVERNED')",13.224114757274513
133,"('absolute', 'suffocation')",13.224114757274513
134,"('accompanying', 'report')",13.224114757274513
135,"('appear', 'sufficient')",13.224114757274513
136,"('balance', 'ours')",13.224114757274513
137,"('becoming', 'extinct')",13.224114757274513
138,"('bold', 'assertion')",13.224114757274513
139,"('bold', 'denial')",13.224114757274513
140,"('borrowing', 'money')",13.224114757274513
141,"('captured', 'Andre')",13.224114757274513
142,"('carefully', 'examined')",13.224114757274513
143,"('carefully', 'watching')",13.224114757274513
144,"('ceased', 'working')",13.224114757274513
145,"('census', 'returns')",13.224114757274513
146,"('chopping', 'axe')",13.224114757274513
147,"('congressional', 'enactment')",13.224114757274513
148,"('congressional', 'intervention')",13.224114757274513
149,"('continually', 'telling')",13.224114757274513
150,"('denied', 'out-right')",13.224114757274513
151,"('desirable', 'objects')",13.224114757274513
152,"('differs', 'vitally')",13.224114757274513
153,"('disagreeable', 'job')",13.224114757274513
154,"('distinct', 'bills')",13.224114757274513
155,"('early', 'settlements')",13.224114757274513
156,"('establishing', 'banks')",13.224114757274513
157,"('eternal', 'antagonism')",13.224114757274513
158,"('exclusive', 'merit')",13.224114757274513
159,"('extreme', 'penalty')",13.224114757274513
160,"('fatally', 'violating')",13.224114757274513
161,"('grows', 'rich')",13.224114757274513
162,"('heavy', 'pecuniary')",13.224114757274513
163,"('indentured', 'servants')",13.224114757274513
164,"('instantly', 'recognized')",13.224114757274513
165,"('life-long', 'enemy')",13.224114757274513
166,"('living', 'witnesses')",13.224114757274513
167,"('manifestly', 'unfair')",13.224114757274513
168,"('manifestly', 'unjust')",13.224114757274513
169,"('native', 'land')",13.224114757274513
170,"('nevertheless', 'hesitate')",13.224114757274513
171,"('omission', 'recommended')",13.224114757274513
172,"('ordinary', 'criminal')",13.224114757274513
173,"('out-going', 'slave-trade')",13.224114757274513
174,"('pecuniary', 'sacrifices')",13.224114757274513
175,"('per', 'head')",13.224114757274513
176,"('physical', 'pain')",13.224114757274513
177,"('positive', 'statute')",13.224114757274513
178,"('precise', 'stake')",13.224114757274513
179,"('president', 'renewed')",13.224114757274513
180,"('prominent', 'champion')",13.224114757274513
181,"('pure', 'fresh')",13.224114757274513
182,"('quiet', 'obedience')",13.224114757274513
183,"('rapid', 'move')",13.224114757274513
184,"('red', 'cotton')",13.224114757274513
185,"('red', 'witness')",13.224114757274513
186,"('repealing', 'clause')",13.224114757274513
187,"('republic', 'eschewed')",13.224114757274513
188,"('republican', 'robe')",13.224114757274513
189,"('respectful', 'attention')",13.224114757274513
190,"('rich', 'fruits')",13.224114757274513
191,"('rollick', 'freely')",13.224114757274513
192,"('sectional', 'jealousies')",13.224114757274513
193,"('seems', 'wonderful')",13.224114757274513
194,"('send', 'Giddings')",13.224114757274513
195,"('separate', 'parts')",13.224114757274513
196,"('ship', 'level')",13.224114757274513
197,"('sixty', 'odd')",13.224114757274513
198,"('sneaking', 'individual')",13.224114757274513
199,"('social', 'bond')",13.224114757274513
200,"('speculating', 'price')",13.224114757274513
201,"('stands', 'RIGHT')",13.224114757274513
202,"('strictly', 'confine')",13.224114757274513
203,"('strictly', 'speaking')",13.224114757274513
204,"('substantial', 'alteration')",13.224114757274513
205,"('succeeding', 'MANY')",13.224114757274513
206,"('sudden', 'execution')",13.224114757274513
207,"('surplus', 'shipping')",13.224114757274513
208,"('temporary', 'self-interest')",13.224114757274513
209,"('tip-top', 'abolitionists')",13.224114757274513
210,"('total', 'violation')",13.224114757274513
211,"('turns', 'unto')",13.224114757274513
212,"('unalterably', 'fixed')",13.224114757274513
213,"('westward', 'across')",13.224114757274513
214,"('-I', 'rush')",13.224114757274512
215,"('-as', 'unalterably')",13.224114757274512
216,"('Jefferson', 'foresaw')",12.902186662387152
217,"('absolutely', 'prohibits')",12.902186662387152
218,"(""'"", 'skin')",12.639152256553357
219,"('1812', 'Louisiana')",12.639152256553357
220,"('ALLOWED', 'TO')",12.639152256553357
221,"('Great', 'Pacificator')",12.639152256553357
222,"('HELD', 'TO')",12.639152256553357
223,"('Mexican', 'acquisitions')",12.639152256553357
224,"('NEW', 'COUNTRIES')",12.639152256553357
225,"('NOTHING', 'forbid')",12.639152256553357
226,"('No', 'peculiarity')",12.639152256553357
227,"('No', 'sir')",12.639152256553357
228,"('POWERS', 'FROM')",12.639152256553357
229,"('Southerners', 'though')",12.639152256553357
230,"('Stand', 'WITH')",12.639152256553357
231,"('TO', 'REGULATE')",12.639152256553357
232,"('TO', 'SERVICE')",12.639152256553357
233,"('Your', 'children')",12.639152256553357
234,"('acquire', 'Cuba')",12.639152256553357
235,"('actually', 'close')",12.639152256553357
236,"('actually', 'deprived')",12.639152256553357
237,"('arrangement', 'requires')",12.639152256553357
238,"('bloody', 'hand')",12.639152256553357
239,"('break', 'off')",12.639152256553357
240,"('ceaselessly', 'follow')",12.639152256553357
241,"('corresponding', 'equivalent')",12.639152256553357
242,"('determined', 'backers')",12.639152256553357
243,"('eight', 'presidential')",12.639152256553357
244,"('everybody', 'call')",12.639152256553357
245,"('exact', 'equality')",12.639152256553357
246,"('firm', 'adherence')",12.639152256553357
247,"('firm', 'basis')",12.639152256553357
248,"('forever', 'worthy')",12.639152256553357
249,"('gladly', 'introduce')",12.639152256553357
250,"('hereafter', 'acquire')",12.639152256553357
251,"('high', 'road')",12.639152256553357
252,"('horned', 'cattle')",12.639152256553357
253,"('important', 'objection')",12.639152256553357
254,"('indefinite', 'Western')",12.639152256553357
255,"('kindly', 'provided')",12.639152256553357
256,"('lain', 'open')",12.639152256553357
257,"('leading', 'definition')",12.639152256553357
258,"('legally', 'implied')",12.639152256553357
259,"('mile', 'distant')",12.639152256553357
260,"('miles', 'distant')",12.639152256553357
261,"('openly', 'maintained')",12.639152256553357
262,"('perfectly', 'logical')",12.639152256553357
263,"('plain', 'unmistakable')",12.639152256553357
264,"('practical', 'operation')",12.639152256553357
265,"('presidential', 'candidate')",12.639152256553357
266,"('rightfully', 'inclined')",12.639152256553357
267,"('ruthless', 'hand')",12.639152256553357
268,"('safely', 'disregarded')",12.639152256553357
269,"('safely', 'trusted')",12.639152256553357
270,"('seen', 'plainly')",12.639152256553357
271,"('self-evident', 'lie')",12.639152256553357
272,"('somewhat', 'concerned')",12.639152256553357
273,"('somewhat', 'narrowed')",12.639152256553357
274,"('sooner', 'obeyed')",12.639152256553357
275,"('though', 'originally')",12.639152256553357
276,"('totally', 'different')",12.639152256553357
277,"('traded', 'off')",12.639152256553357
278,"('truly', 'estimate')",12.639152256553357
279,"('twelve', 'days')",12.639152256553357
280,"('unorganized', 'opposition')",12.639152256553357
281,"('utter', 'antagonisms')",12.639152256553357
282,"('utter', 'confusion')",12.639152256553357
283,"('various', 'ways')",12.639152256553357
284,"('-who', 'fought')",12.639152256553356
285,"('Great', 'Britain')",12.639152256553356
286,"('politically', 'wise')",12.639152256553356
287,"('presidential', 'electors')",12.639152256553356
288,"('naked', 'FRONT')",12.41675983521691
289,"('naked', 'eye')",12.41675983521691
290,"('naked', 'merits')",12.41675983521691
291,"('American', 'republicanism')",12.224114757274513
292,"('An', 'intention')",12.224114757274513
293,"('Another', 'LULLABY')",12.224114757274513
294,"('Another', 'important')",12.224114757274513
295,"('GREAT', 'evil')",12.224114757274513
296,"('How', 'fortunate')",12.224114757274513
297,"('IN', 'ITS')",12.224114757274513
298,"('MORAL', 'RIGHT')",12.224114757274513
299,"('Some', 'yankees')",12.224114757274513
300,"('Southern', 'markets')",12.224114757274513
301,"('WHOLE', 'PEOPLE')",12.224114757274513
302,"('WHOLE', 'meaning')",12.224114757274513
303,"('actual', 'practice')",12.224114757274513
304,"('affirmed', 'nor')",12.224114757274513
305,"('beneficent', 'end')",12.224114757274513
306,"('black', 'captors')",12.224114757274513
307,"('cast', 'blame')",12.224114757274513
308,"('chief', 'actor')",12.224114757274513
309,"('chief', 'jewel')",12.224114757274513
310,"('chief', 'material')",12.224114757274513
311,"('continued', 'residence')",12.224114757274513
312,"('correctly', 'judge')",12.224114757274513
313,"('dangerous', 'dalliance')",12.224114757274513
314,"('dangerous', 'extremes')",12.224114757274513
315,"('distinguished', 'politician')",12.224114757274513
316,"('east', 'shore')",12.224114757274513
317,"('evil', 'thereof')",12.224114757274513
318,"('exclusive', 'concern')",12.224114757274513
319,"('expressly', 'recommends')",12.224114757274513
320,"('feeling', 'accords')",12.224114757274513
321,"('finally', 'effected')",12.224114757274513
322,"('grasping', 'whatever')",12.224114757274513
323,"('greatly', 'devoted')",12.224114757274513
324,"('human', 'sympathy')",12.224114757274513
325,"('life-long', 'friend')",12.224114757274513
326,"('merely', 'playful')",12.224114757274513
327,"('mutual', 'agreement')",12.224114757274513
328,"('mutual', 'concession')",12.224114757274513
329,"('native', 'tyrants')",12.224114757274513
330,"('near', 'thirty')",12.224114757274513
331,"('needed', 'adjustment')",12.224114757274513
332,"('neither', 'obey')",12.224114757274513
333,"('north-western', 'Territory')",12.224114757274513
334,"('ordinary', 'motives')",12.224114757274513
335,"('origin', 'akin')",12.224114757274513
336,"('peculiar', 'species')",12.224114757274513
337,"('population', 'out-running')",12.224114757274513
338,"('positive', 'congressional')",12.224114757274513
339,"('rapidly', 'becoming')",12.224114757274513
340,"('rapidly', 'closing')",12.224114757274513
341,"('rapidly', 'displaced')",12.224114757274513
342,"('real', 'knell')",12.224114757274513
343,"('real', 'zeal')",12.224114757274513
344,"('republican', 'example')",12.224114757274513
345,"('resolutions', 'admitting')",12.224114757274513
346,"('resolutions', 'endorsing')",12.224114757274513
347,"('rules', 'altogether')",12.224114757274513
348,"('seek', 'admission')",12.224114757274513
349,"('selling', 'wild')",12.224114757274513
350,"('senators', 'disregard')",12.224114757274513
351,"('settling', 'rapidly')",12.224114757274513
352,"('seven', 'months')",12.224114757274513
353,"('she', 'forms')",12.224114757274513
354,"('short', 'term')",12.224114757274513
355,"('strong', 'gripe')",12.224114757274513
356,"('strong', 'resemblance')",12.224114757274513
357,"('sufficient', 'unto')",12.224114757274513
358,"('surplus', 'money')",12.224114757274513
359,"('technically', 'restore')",12.224114757274513
360,"('temporarily', 'kept')",12.224114757274513
361,"('thrice', 'saved')",12.224114757274513
362,"('twice', 'President')",12.224114757274513
363,"('unorganized', 'tract')",12.224114757274513
364,"('vast', 'amount')",12.224114757274513
365,"('vast', 'pecuniary')",12.224114757274513
366,"('wild', 'bears')",12.224114757274513
367,"('wild', 'buffaloes')",12.224114757274513
368,"('worth', 'deferring')",12.224114757274513
369,"('worth', 'remembering')",12.224114757274513
370,"('-their', 'example')",12.224114757274512
371,"('Each', 'party')",11.902186662387152
372,"('On', 'January')",11.902186662387152
373,"('Polk', 'asked')",11.902186662387152
374,"('became', 'seriously')",11.902186662387152
375,"('began', 'settling')",11.902186662387152
376,"('candor', 'require')",11.902186662387152
377,"('certain', 'inalienable')",11.902186662387152
378,"('confine', 'myself')",11.902186662387152
379,"('congress', 'assembled')",11.902186662387152
380,"('congress', 'declares')",11.902186662387152
381,"('congress', 'put')",11.902186662387152
382,"('constitutional', 'relations')",11.902186662387152
383,"('constitutional', 'restraints')",11.902186662387152
384,"('driven', 'away')",11.902186662387152
385,"('efficient', 'fugitive')",11.902186662387152
386,"('entire', 'western')",11.902186662387152
387,"('evident', ':')",11.902186662387152
388,"('extended', 'straight')",11.902186662387152
389,"('extent', 'unaccountable')",11.902186662387152
390,"('farther', 'East')",11.902186662387152
391,"('fathers', 'COULD')",11.902186662387152
392,"('following', 'language')",11.902186662387152
393,"('guarded', 'language')",11.902186662387152
394,"('hid', 'away')",11.902186662387152
395,"('hides', 'away')",11.902186662387152
396,"('hooted', 'down')",11.902186662387152
397,"('kindred', 'subjects')",11.902186662387152
398,"('legislation', 'consistent')",11.902186662387152
399,"('liberal', 'party')",11.902186662387152
400,"('literal', 'change')",11.902186662387152
401,"('literally', 'formed')",11.902186662387152
402,"('mere', 'desperation')",11.902186662387152
403,"('mere', 'hand-full')",11.902186662387152
404,"('mere', 'merchandise')",11.902186662387152
405,"('mere', 'quibbling')",11.902186662387152
406,"('most', 'cruel')",11.902186662387152
407,"('party', 'WITHIN')",11.902186662387152
408,"('party', 'throughout')",11.902186662387152
409,"('past', 'perils')",11.902186662387152
410,"('prohibited', 'AMERICAN')",11.902186662387152
411,"('provisions', 'alluding')",11.902186662387152
412,"('provisions', 'ineffectual')",11.902186662387152
413,"('rightful', 'subjects')",11.902186662387152
414,"('self', 'evident')",11.902186662387152
415,"('seventy', 'thousand')",11.902186662387152
416,"('straight', 'West')",11.902186662387152
417,"('thirty-three', 'thousand')",11.902186662387152
418,"('thousand', 'answers')",11.902186662387152
419,"('trouble', 'myself')",11.902186662387152
420,"('universal', 'knowledge')",11.902186662387152
421,"('western', 'counties')",11.902186662387152
422,"('whose', 'character')",11.902186662387152
423,"(""'"", 'motion')",11.639152256553356
424,"('-a', 'lullaby')",11.639152256553356
425,"('-a', 'pitchfork')",11.639152256553356
426,"('-a', 'sad')",11.639152256553356
427,"('-a', 'scythe')",11.639152256553356
428,"('-being', 'seven')",11.639152256553356
429,"('-ever', 'commanded')",11.639152256553356
430,"('California', 'stood')",11.639152256553356
431,"('Equal', 'justice')",11.639152256553356
432,"('FEEL', 'like')",11.639152256553356
433,"('FROM', 'THE')",11.639152256553356
434,"('God', 'speed')",11.639152256553356
435,"('MAY', 'NOT')",11.639152256553356
436,"('NEW', 'position')",11.639152256553356
437,"('NOW', 'EXISTING')",11.639152256553356
438,"('Our', 'republican')",11.639152256553356
439,"('absolute', 'truth')",11.639152256553356
440,"('acquiring', 'additional')",11.639152256553356
441,"('additional', 'representatives')",11.639152256553356
442,"('adopt', 'systems')",11.639152256553356
443,"('altogether', 'different')",11.639152256553356
444,"('always', 'considered')",11.639152256553356
445,"('cattle', 'running')",11.639152256553356
446,"('command', 'sooner')",11.639152256553356
447,"('considerable', 'portion')",11.639152256553356
448,"('constantly', 'coming')",11.639152256553356
449,"('directly', 'applies')",11.639152256553356
450,"('drawn', 'together')",11.639152256553356
451,"('entirely', 'agree')",11.639152256553356
452,"('entirely', 'covered')",11.639152256553356
453,"('fatally', 'increase')",11.639152256553356
454,"('form', 'constitutions')",11.639152256553356
455,"('forty', 'odd')",11.639152256553356
456,"('found', 'practicable')",11.639152256553356
457,"('genius', 'seem')",11.639152256553356
458,"('happy', 'home')",11.639152256553356
459,"('indefinite', 'succession')",11.639152256553356
460,"('indefinite', 'westward')",11.639152256553356
461,"('lay', 'directly')",11.639152256553356
462,"('length', 'settlements')",11.639152256553356
463,"('like', 'favoring')",11.639152256553356
464,"('like', 'wax')",11.639152256553356
465,"('making', 'cheese')",11.639152256553356
466,"('map', 'shows')",11.639152256553356
467,"('member', 'proposed')",11.639152256553356
468,"('mostly', 'whigs')",11.639152256553356
469,"('natural', 'tyrants')",11.639152256553356
470,"('noblest', 'political')",11.639152256553356
471,"('northern', 'regions')",11.639152256553356
472,"('particularly', 'desire')",11.639152256553356
473,"('particularly', 'interested')",11.639152256553356
474,"('placed', 'champions')",11.639152256553356
475,"('precise', 'equality')",11.639152256553356
476,"('scarcely', 'appears')",11.639152256553356
477,"('sides', 'yielded')",11.639152256553356
478,"('similar', 'ones')",11.639152256553356
479,"('slave-trade', 'abolished')",11.639152256553356
480,"('social', 'equality')",11.639152256553356
481,"('sound', 'judgment')",11.639152256553356
482,"('stand', 'AGAINST')",11.639152256553356
483,"('states', 'instructed')",11.639152256553356
484,"('struggled', 'along')",11.639152256553356
485,"('teeming', 'millions')",11.639152256553356
486,"('terms', 'limit')",11.639152256553356
487,"('thereby', 'reinstate')",11.639152256553356
488,"('therein', 'expressed')",11.639152256553356
489,"('three', 'million')",11.639152256553356
490,"('treated', 'together')",11.639152256553356
491,"('twenty', 'additional')",11.639152256553356
492,"('utter', 'indifference')",11.639152256553356
493,"('watches', 'your')",11.639152256553356
494,"('year', '1849.But')",11.639152256553356
495,"('yield', 'something')",11.639152256553356
496,"('yielded', 'something')",11.639152256553356
497,"('your', 'door')",11.639152256553356
498,"('your', 'necessities')",11.639152256553356
499,"('African', 'slave-trader')",11.41675983521691
500,"('As', 'Phillips')",11.41675983521691
501,"('At', '$')",11.41675983521691
502,"('At', 'Springfield')",11.41675983521691
503,"('Henry', 'Clay')",11.41675983521691
504,"('Independence', 'Hall')",11.41675983521691
505,"('ablest', 'public')",11.41675983521691
506,"('among', 'Marion')",11.41675983521691
507,"('among', 'lawyers')",11.41675983521691
508,"('civil', 'liberty')",11.41675983521691
509,"('contested', 'ground')",11.41675983521691
510,"('course', 'pursued')",11.41675983521691
511,"('definite', 'settlement')",11.41675983521691
512,"('earthly', 'power')",11.41675983521691
513,"('existed', 'among')",11.41675983521691
514,"('fundamental', 'principles')",11.41675983521691
515,"('gradual', 'emancipation')",11.41675983521691
516,"('hundred', 'miles')",11.41675983521691
517,"('immediately', 'west')",11.41675983521691
518,"('inalienable', 'rights')",11.41675983521691
519,"('instituted', 'among')",11.41675983521691
520,"('last', 'scrap')",11.41675983521691
521,"('left', 'undone')",11.41675983521691
522,"('legal', 'obligation')",11.41675983521691
523,"('legal', 'obligations')",11.41675983521691
524,"('legislative', 'power')",11.41675983521691
525,"('liberty', 'everywhere')",11.41675983521691
526,"('middle', 'ground')",11.41675983521691
527,"('moral', 'weight')",11.41675983521691
528,"('narrowest', 'limits')",11.41675983521691
529,"('national', 'axioms')",11.41675983521691
530,"('national', 'confidence')",11.41675983521691
531,"('often', 'spoken')",11.41675983521691
532,"('produce', 'agitation')",11.41675983521691
533,"('public', 'opinion')",11.41675983521691
534,"('southern', 'disunionist')",11.41675983521691
535,"('treasonable', 'agitation')",11.41675983521691
536,"('three', 'whites')",11.317224161665994
537,"('6th', 'day')",11.224114757274513
538,"('Constitution', 'several')",11.224114757274513
539,"('How', 'comes')",11.224114757274513
540,"('Its', 'friends')",11.224114757274513
541,"('Phillips', 'says')",11.224114757274513
542,"('Slavery', 'pressed')",11.224114757274513
543,"('Then', 'again')",11.224114757274513
544,"('To', 'desert')",11.224114757274513
545,"('become', 'sensible')",11.224114757274513
546,"('become', 'tip-top')",11.224114757274513
547,"('continued', 'omission')",11.224114757274513
548,"('covert', 'real')",11.224114757274513
549,"('declared', 'indifference')",11.224114757274513
550,"('earliest', 'practice')",11.224114757274513
551,"('equal', 'voice')",11.224114757274513
552,"('exist', 'amongst')",11.224114757274513
553,"('fair', 'implication')",11.224114757274513
554,"('faith', 'teaches')",11.224114757274513
555,"('find', 'concerning')",11.224114757274513
556,"('forward', 'merely')",11.224114757274513
557,"('hold', 'meetings')",11.224114757274513
558,"('human', 'sympathies')",11.224114757274513
559,"('inferior', 'matter')",11.224114757274513
560,"('kept', 'chopping')",11.224114757274513
561,"('lasted', 'several')",11.224114757274513
562,"('laying', 'several')",11.224114757274513
563,"('lower', 'house')",11.224114757274513
564,"('modelled', 'after')",11.224114757274513
565,"('month', 'after')",11.224114757274513
566,"('pass', 'resolutions')",11.224114757274513
567,"('quite', 'safe')",11.224114757274513
568,"('ratification', 'therefore')",11.224114757274513
569,"('sat', 'present')",11.224114757274513
570,"('several', 'constituencies')",11.224114757274513
571,"('six', 'representatives')",11.224114757274513
572,"('sometimes', 'says')",11.224114757274513
573,"('soon', 'after')",11.224114757274513
574,"('theretofore', 'existing')",11.224114757274513
575,"('thirty-one', 'citizens')",11.224114757274513
576,"('total', 'destruction')",11.224114757274513
577,"('-an', 'endorsement')",11.224114757274512
578,"('-an', 'origin')",11.224114757274512
579,"('-it', 'might')",11.224114757274512
580,"('-one', 'having')",11.224114757274512
581,"('ancient', 'faith')",11.224114757274512
582,"('David', 'Wilmot')",11.054189755832201
583,"('God', 'alone')",11.054189755832201
584,"('Still', 'later')",11.054189755832201
585,"('Texas', 'principally')",11.054189755832201
586,"('arriving', 'here')",11.054189755832201
587,"('chapter', 'through')",11.054189755832201
588,"('contemporaneous', 'history')",11.054189755832201
589,"('conveys', 'precisely')",11.054189755832201
590,"('directly', 'applied')",11.054189755832201
591,"('estimate', 'placed')",11.054189755832201
592,"('foregoing', 'history')",11.054189755832201
593,"('high', 'estimate')",11.054189755832201
594,"('high', 'hope')",11.054189755832201
595,"('how', 'recreant')",11.054189755832201
596,"('hung', 'sooner')",11.054189755832201
597,"('little', 'remarkable')",11.054189755832201
598,"('plain', 'questions')",11.054189755832201
599,"('portion', 'heretofore')",11.054189755832201
600,"('precisely', 'accurate')",11.054189755832201
601,"('rally', 'under')",11.054189755832201
602,"('rather', 'deplorable')",11.054189755832201
603,"('rather', 'insinuated')",11.054189755832201
604,"('satisfactory', 'way')",11.054189755832201
605,"('similar', 'arguments')",11.054189755832201
606,"('stated', 'fully')",11.054189755832201
607,"('ten', 'days')",11.054189755832201
608,"('thence', 'further')",11.054189755832201
609,"('through', 'sixty')",11.054189755832201
610,"('yet', 'effectually')",11.054189755832201
611,"('yield', 'somewhat')",11.054189755832201
612,"('-the', 'SPIRIT')",11.0541897558322
613,"('-the', 'management')",11.0541897558322
614,"('-the', 'sheet')",11.0541897558322
615,"('-to', 'despise')",11.0541897558322
616,"('Mr.', 'Clay')",11.001722335938064
617,"(':', 'First')",10.902186662387152
618,"('Arkansas', 'constituted')",10.902186662387152
619,"('Discord', 'himself')",10.902186662387152
620,"('Mississippi', 'Territory')",10.902186662387152
621,"('Mr.', 'Jefferson')",10.902186662387152
622,"('National', 'congress')",10.902186662387152
623,"('Or', 'perhaps')",10.902186662387152
624,"('WHOLLY', 'true')",10.902186662387152
625,"('afterwards', 'twice')",10.902186662387152
626,"('application', 'depends')",10.902186662387152
627,"('back', 'eastward')",10.902186662387152
628,"('became', 'independent')",10.902186662387152
629,"('between', 'hogs')",10.902186662387152
630,"('considerable', 'extent')",10.902186662387152
631,"('constantly', 'called')",10.902186662387152
