,trigram,score
79,"('estimated', 'too', 'highly')",24.64087459249142
80,"('watching', 'every', 'sentence')",24.64087459249142
81,"('where', 'angels', 'fear')",24.64087459249142
82,"(""'s"", 'desperate', 'assumption')",24.541338918940507
83,"('butcher', ""'s"", 'cleaver')",24.541338918940507
84,"('moment', ""'s"", 'reflection')",24.541338918940507
85,"('rose', 'each', 'fighting')",24.49403320416215
86,"('adopted', 'resolutions', 'endorsing')",24.448229514549027
87,"('become', 'tip-top', 'abolitionists')",24.448229514549027
88,"('black', 'population', 'out-running')",24.448229514549027
89,"('lasted', 'several', 'months')",24.448229514549027
90,"('Near', 'eighty', 'years')",24.278304513106715
91,"('through', 'sixty', 'odd')",24.278304513106715
92,"('afterwards', 'twice', 'President')",24.126301419661665
93,"('began', 'settling', 'rapidly')",24.126301419661665
94,"('citizens', 'began', 'settling')",24.126301419661665
95,"('most', 'distinguished', 'politician')",24.126301419661665
96,"('opinions', 'worth', 'deferring')",24.126301419661665
97,"('hundred', 'miles', 'distant')",24.055912091770267
98,"('light', 'breaks', 'upon')",24.055912091770267
99,"('still', 'smaller', 'fraction')",24.055912091770267
100,"('twelve', 'days', 'ago')",24.055912091770267
101,"('30', 'minutes', 'north')",24.02196475984693
102,"('irritations', 'growing', 'out')",23.98879789591173
103,"('first', 'dozen', 'settlers')",23.89364066287139
104,"('ancient', 'faith', 'teaches')",23.863267013827873
105,"('sooner', 'become', 'sensible')",23.863267013827873
106,"('very', 'vivid', 'impression')",23.863267013827873
107,"('extended', 'straight', 'West')",23.804373324774303
108,"('intervention', 'never', 'prevented')",23.804373324774303
109,"('new', 'light', 'breaks')",23.804373324774303
110,"('own', 'domestic', 'concerns')",23.804373324774303
111,"('self', 'evident', ':')",23.804373324774303
112,"('more', 'apt', 'invention')",23.747789796407936
113,"('more', 'aptly', 'shown')",23.747789796407936
114,"('ordinary', 'criminal', 'laws')",23.747789796407936
115,"('high', 'estimate', 'placed')",23.693342012385557
116,"('totally', 'different', 'view')",23.693342012385557
117,"('another', 'rapid', 'move')",23.64087459249142
118,"('carefully', 'watching', 'every')",23.64087459249142
119,"('receive', 'such', 'respectful')",23.64087459249142
120,"('such', 'feeble', 'keepers')",23.64087459249142
121,"('some', 'gentleman', 'deeply')",23.615339500384284
122,"('broils', 'about', 'matters')",23.590248519421454
123,"('lay', 'directly', 'West')",23.541338918940507
124,"('length', 'settlements', 'began')",23.541338918940507
125,"('noblest', 'political', 'system')",23.541338918940507
126,"('stone', ""'s"", 'throw')",23.541338918940507
127,"('successfully', 'misrepresent', 'me')",23.49403320416215
128,"('these', 'benevolent', 'works')",23.47094959104911
129,"('indefinite', 'Western', 'boundary')",23.403835395190573
130,"('seen', 'plainly', 'enough')",23.403835395190573
131,"('westward', 'across', 'her')",23.360766673298684
132,"('corresponding', 'equivalent', 'being')",23.339705057770857
133,"('certain', 'inalienable', 'rights')",23.31894649760406
134,"('except', 'among', 'lawyers')",23.31894649760406
135,"('acquisition', 'lay', 'directly')",23.278304513106715
136,"('plain', 'unmistakable', 'spirit')",23.278304513106715
137,"('portion', 'heretofore', 'mentioned')",23.278304513106715
138,"('thirty-four', 'years', 'standing')",23.278304513106715
139,"('-who', 'declared', 'independence')",23.27830451310671
140,"('does', 'everybody', 'call')",23.219410824053146
141,"('against', 'positive', 'statute')",23.20030200110544
142,"('build', 'an', 'addition')",23.20030200110544
143,"('our', 'greedy', 'chase')",23.20030200110544
144,"('gold', 'mines', 'were')",23.16282729568678
145,"('mines', 'were', 'discovered')",23.16282729568678
146,"('dozen', 'settlers', 'who')",23.144448766371923
147,"('settlers', 'who', 'arrive')",23.144448766371923
148,"('become', 'most', 'cruel')",23.126301419661665
149,"('becoming', 'extinct', 'within')",23.126301419661665
150,"('day', 'became', 'seriously')",23.126301419661665
151,"('expressly', 'extended', 'westward')",23.126301419661665
152,"('hastily', 'swallowed', 'his')",23.09067750993094
153,"('plant', 'his', 'farm')",23.09067750993094
154,"('At', 'length', 'settlements')",23.055912091770267
155,"('Your', 'children', 'must')",23.055912091770267
156,"('guilt', 'still', 'sticks')",23.055912091770267
157,"('must', 'ceaselessly', 'follow')",23.055912091770267
158,"('negroes', ""'"", 'skin')",23.055912091770267
159,"('at', 'St.', 'Louis')",23.02196475984693
160,"('inhabitants', 'at', 'Kaskaskia')",23.02196475984693
161,"('minutes', 'north', 'latitude')",23.02196475984693
162,"('neighbor', 'shall', 'plant')",23.02196475984693
163,"('sold', 'into', 'bondage')",23.02196475984693
164,"('stares', 'horribly', 'at')",23.02196475984693
165,"('act', 'differs', 'vitally')",22.98879789591173
166,"('afflicted', 'man', 'hides')",22.98879789591173
167,"('near', 'enough', 'alike')",22.98879789591173
168,"('surplus', 'money', 'enough')",22.98879789591173
169,"(""'s"", 'leading', 'definition')",22.95637641821935
170,"('am', 'somewhat', 'concerned')",22.95637641821935
171,"('firm', 'basis', 'even')",22.95637641821935
172,"('being', 'rapidly', 'displaced')",22.92466755849201
173,"('reflection', 'would', 'convince')",22.92466755849201
174,"('!', 'Another', 'important')",22.863267013827873
175,"('1812', 'Louisiana', 'came')",22.863267013827873
176,"('Slavery', 'pressed', 'entirely')",22.863267013827873
177,"('equally', 'needed', 'adjustment')",22.863267013827873
178,"('``', 'PERSON', 'HELD')",22.848316672361896
179,"('amendment', '``', 'Provided')",22.848316672361896
180,"('congressional', 'intervention', 'never')",22.804373324774303
181,"('constitutional', 'relations', 'between')",22.804373324774303
182,"('difference', 'between', 'hogs')",22.804373324774303
183,"('own', 'native', 'land')",22.804373324774303
184,"('-some', 'poet', 'has')",22.8043733247743
185,"('Judge', 'denied', 'out-right')",22.747789796407936
186,"('few', 'indentured', 'servants')",22.747789796407936
187,"('argument', 'seems', 'wonderful')",22.693342012385557
188,"('cutting', 'may', 'begin')",22.693342012385557
189,"('may', 'rollick', 'freely')",22.693342012385557
190,"('my', 'firm', 'adherence')",22.693342012385557
191,"('-the', 'happy', 'home')",22.693342012385553
192,"('entire', 'western', 'boundary')",22.66686980102437
193,"('thirty-three', 'thousand', 'over')",22.66686980102437
194,"('you', 'setting', 'fire')",22.66686980102437
195,"('As', 'Phillips', 'says')",22.64087459249142
196,"('laying', 'several', 'hundred')",22.64087459249142
197,"('several', 'hundred', 'miles')",22.64087459249142
198,"('such', 'respectful', 'attention')",22.64087459249142
199,"('he', 'honestly', 'buys')",22.590248519421454
200,"('material', 'enabling', 'us')",22.590248519421454
201,"('had', 'hastily', 'swallowed')",22.565586465187188
202,"('had', 'repeatedly', 'appealed')",22.565586465187188
203,"('presented', 'will', 'arise')",22.565586465187188
204,"('hear', 'vaunted', 'so')",22.541338918940507
205,"('policy', 'steadily', 'work')",22.541338918940507
206,"('social', 'equality', 'between')",22.541338918940507
207,"('though', 'originally', 'within')",22.541338918940507
208,"('AMERICAN', 'CITIZENS', 'from')",22.47094959104911
209,"('CITIZENS', 'from', 'trading')",22.47094959104911
210,"('differ', 'widely', 'from')",22.47094959104911
211,"('from', 'Adam', 'till')",22.47094959104911
212,"('reclaimed', 'from', 'Canada')",22.47094959104911
213,"('retires', 'from', 'business')",22.47094959104911
214,"('these', 'desirable', 'objects')",22.47094959104911
215,"('under', 'legal', 'obligations')",22.47094959104911
216,"('-instinctively', 'shrinking', 'from')",22.470949591049106
217,"('instinctively', 'shrinking', 'from')",22.470949591049106
218,"('Slavery', 'already', 'existed')",22.448229514549027
219,"('finally', 'become', 'extinct')",22.448229514549027
220,"('No', 'less', 'absurd')",22.403835395190573
221,"('instructed', 'their', 'delegates')",22.403835395190573
222,"('lain', 'open', 'ever')",22.403835395190573
223,"('retain', 'their', 'seats')",22.403835395190573
224,"('resolutions', 'admitting', 'her')",22.360766673298688
225,"('ANY', 'THING', 'which')",22.31894649760406
226,"('Missouri', 'INCREASED', '7,211')",22.31894649760406
227,"('Missouri', 'showed', 'signs')",22.31894649760406
228,"('My', 'first', 'impulse')",22.308678162150233
229,"('Its', 'friends', 'however')",22.27830451310671
230,"('find', 'similar', 'arguments')",22.27830451310671
231,"('near', 'thirty', 'years')",22.27830451310671
232,"('thirty', 'years', 'standing')",22.27830451310671
233,"('very', 'firm', 'basis')",22.27830451310671
234,"('honestly', 'buys', 'them')",22.258404955669008
235,"('hath', 'no', 'relish')",22.238776148920078
236,"('1818', 'or', ""'19"")",22.20030200110544
237,"('After', 'an', 'angry')",22.20030200110544
238,"('an', 'eternal', 'antagonism')",22.20030200110544
239,"('an', 'out-going', 'slave-trade')",22.20030200110544
240,"('deprives', 'our', 'republican')",22.20030200110544
241,"('migration', 'or', 'importation')",22.20030200110544
242,"('our', 'ordinary', 'criminal')",22.20030200110544
243,"('positive', 'statute', 'law')",22.20030200110544
244,"('now', 'send', 'Giddings')",22.181442973854125
245,"('borrowing', 'money', 'on')",22.16282729568678
246,"('early', 'settlements', 'were')",22.16282729568678
247,"('indefinite', 'westward', 'extension')",22.16282729568678
248,"('on', 'temporary', 'self-interest')",22.16282729568678
249,"('proviso', 'were', 'lost')",22.16282729568678
250,"('who', 'captured', 'Andre')",22.144448766371923
251,"('American', 'citizens', 'began')",22.126301419661665
252,"('controversy', 'lasted', 'several')",22.126301419661665
253,"('correctly', 'judge', 'whether')",22.126301419661665
254,"('south', 'east', 'shore')",22.126301419661665
255,"('arriving', 'here', 'since')",22.108379511664403
256,"('may', 'hereafter', 'acquire')",22.108379511664403
257,"('adopt', 'his', 'views')",22.09067750993094
258,"('president', 'renewed', 'his')",22.09067750993094
259,"('renewed', 'his', 'request')",22.09067750993094
260,"('beat', 'all', 'creation')",22.0731900832021
261,"('cast', 'blame', 'upon')",22.055912091770267
262,"('elect', 'every', 'member')",22.055912091770267
263,"('least', 'forty', 'times')",22.055912091770267
264,"('nor', 'make', 'room')",22.055912091770267
265,"('Now', 'congress', 'declares')",22.038838578411326
266,"('her', 'entire', 'western')",22.038838578411326
267,"('her', 'western', 'counties')",22.038838578411326
268,"('Missourians', 'are', 'awake')",22.03037699966313
269,"('Virginian', 'by', 'birth')",22.03037699966313
270,"('aptly', 'shown', 'by')",22.03037699966313
271,"('are', 'sending', 'emigrants')",22.03037699966313
272,"('commenced', 'by', 'stating')",22.03037699966313
273,"('grossly', 'violated', 'by')",22.03037699966313
274,"('French', 'inhabitants', 'at')",22.02196475984693
275,"('constituencies', 'shall', 'clearly')",22.02196475984693
276,"('than', 'balance', 'ours')",22.02196475984693
277,"('been', 'openly', 'maintained')",22.005286018700296
278,"('been', 'traded', 'off')",22.005286018700296
279,"(""'87"", 'theretofore', 'existing')",21.98879789591173
280,"('ending', 'with', 'Richard')",21.98879789591173
281,"('flushed', 'with', 'triumph')",21.98879789591173
282,"('its', 'prominent', 'champion')",21.98879789591173
283,"('its', 'sudden', 'execution')",21.98879789591173
284,"('with', 'Charles', 'Allen')",21.98879789591173
285,"('with', 'Richard', 'Yates')",21.98879789591173
286,"('with', 'bitter', 'irony')",21.98879789591173
287,"('with', 'unprecedented', 'rapidity')",21.98879789591173
288,"('Thus', 'through', 'sixty')",21.95637641821935
289,"('further', 'back', 'eastward')",21.95637641821935
290,"('next', 'ten', 'days')",21.95637641821935
291,"('thence', 'further', 'back')",21.95637641821935
292,"('thousand', 'answers', 'just')",21.95637641821935
293,"('we', 'hear', 'vaunted')",21.95637641821935
294,"('Douglas', ""'"", 'motion')",21.863267013827873
295,"('He', 'watches', 'your')",21.863267013827873
296,"('One', 'year', 'after')",21.863267013827873
297,"('We', 'thereby', 'reinstate')",21.863267013827873
298,"('``', 'Fools', 'rush')",21.848316672361896
299,"('?', 'Those', 'nearest')",21.818872894469415
300,"('bloodshed', '?', 'Could')",21.818872894469415
301,"('feeble', 'keepers', '?')",21.818872894469415
302,"('between', 'foreign', 'countries')",21.804373324774303
303,"('what', 'Jefferson', 'foresaw')",21.78645141677704
304,"('both', 'sides', 'yielded')",21.77580417257753
305,"('among', 'Marion', ""'s"")",21.733983996882905
306,"('make', 'mere', 'merchandise')",21.733983996882905
307,"('Another', 'LULLABY', 'argument')",21.693342012385557
308,"('constantly', 'coming', 'up')",21.693342012385557
309,"('four', 'years', 'later')",21.693342012385557
310,"('plain', 'popular', 'view')",21.693342012385557
311,"('precisely', 'like', 'droves')",21.693342012385557
312,"('rightfully', 'inclined', 'men')",21.693342012385557
313,"('see', 'nothing', 'objectionable')",21.686678282104545
314,"('continually', 'telling', 'you')",21.66686980102437
315,"('dealer', 'you', 'avoid')",21.66686980102437
316,"('wish', 'particular', 'attention')",21.66686980102437
317,"('Union', 'rightfully', 'inclined')",21.65381364819892
318,"('already', 'existed', 'among')",21.64087459249142
319,"('finally', 'got', 'rid')",21.64087459249142
320,"('gradual', 'emancipation', 'might')",21.64087459249142
321,"('old', 'Independence', 'Hall')",21.64087459249142
322,"('ratification', 'therefore', 'too')",21.64087459249142
323,"('therefore', 'too', 'fresh')",21.64087459249142
324,"('Great', 'Pacificator', ""''"")",21.634448323331988
325,"('bloody', 'hand', ""''"")",21.634448323331988
326,"('self-evident', 'lie', ""''"")",21.634448323331988
327,"('slave-dealers', ""''"", 'children')",21.634448323331988
328,"('hang', 'an', 'innocent')",21.615339500384287
329,"('our', 'Mexican', 'acquisitions')",21.615339500384287
330,"('he', 'grows', 'rich')",21.590248519421454
331,"('he', 'turns', 'unto')",21.590248519421454
332,"('only', 'differs', 'vitally')",21.590248519421454
333,"('they', 'DECREASED', '51')",21.590248519421454
334,"('few', 'plain', 'questions')",21.57786479496562
335,"('party', 'first', 'appropriates')",21.571712567984026
336,"('will', 'appear', 'sufficient')",21.565586465187188
337,"('A', 'universal', 'feeling')",21.541338918940507
338,"('Fellow', 'countrymen', '--')",21.541338918940507
339,"('Pacific', 'ocean', '--')",21.541338918940507
340,"('blood', 'so', 'shed')",21.541338918940507
341,"('burning', 'for', 'revenge')",21.541338918940507
342,"('collision', 'so', 'fiercely')",21.541338918940507
343,"('despise', 'him', 'utterly')",21.541338918940507
344,"('excuse', 'for', 'permitting')",21.541338918940507
345,"('for', 'FUTURE', 'USE')",21.541338918940507
346,"('for', 'construing', 'statutes')",21.541338918940507
347,"('legislature', 'express', 'authority')",21.541338918940507
348,"('partnership', 'affairs', '--')",21.541338918940507
349,"('placed', 'champions', 'within')",21.541338918940507
350,"('reasonable', 'deduction', 'for')",21.541338918940507
351,"('stake', 'played', 'for')",21.541338918940507
352,"('--', '-about', '470')",21.541338918940504
353,"('--', '-instinctively', 'shrinking')",21.541338918940504
354,"('--', '-some', 'poet')",21.541338918940504
355,"('--', 'instinctively', 'shrinking')",21.541338918940504
356,"('55,094', '--', '-about')",21.541338918940504
357,"('ceremony', '--', '-instinctively')",21.541338918940504
358,"('ceremony', '--', 'instinctively')",21.541338918940504
359,"('compensated', '--', '-paid')",21.541338918940504
360,"('countrymen', '--', '-Americans')",21.541338918940504
361,"('everywhere', '--', '-join')",21.541338918940504
362,"('hypocrites', '--', '-causes')",21.541338918940504
363,"('occasionally', '--', '-now')",21.541338918940504
364,"('surprise', '--', '-astounded')",21.541338918940504
365,"('surprise', '--', 'astounded')",21.541338918940504
366,"('actually', 'close', 'his')",21.505715009209787
367,"('close', 'his', 'mouth')",21.505715009209787
368,"('getting', 'his', 'antagonists')",21.505715009209787
369,"('statesman', 'can', 'safely')",21.505715009209787
370,"('unorganized', 'opposition', 'can')",21.505715009209787
371,"('was', 'TEN', 'YEARS')",21.488227582480945
372,"('was', 'progressing', 'swimmingly')",21.488227582480945
373,"('new', 'congress', 'assembled')",21.48244522988694
374,"('democrat', 'from', 'Pennsylvania')",21.47094959104911
375,"('differs', 'vitally', 'from')",21.47094959104911
376,"('eighty', 'years', 'ago')",21.47094959104911
377,"('extracted', 'from', 'covert')",21.47094959104911
378,"('from', 'establishing', 'banks')",21.47094959104911
379,"('nine', 'years', 'ago')",21.47094959104911
380,"('seventy-eight', 'years', 'ago')",21.47094959104911
381,"('these', 'senators', 'disregard')",21.47094959104911
382,"('times', 'ten', 'days')",21.47094959104911
383,"('Douglas', 'sometimes', 'says')",21.448229514549027
384,"('Senator', 'Douglas', 'remarked')",21.448229514549027
385,"('Senator', 'Douglas', 'sometimes')",21.448229514549027
386,"('be', 'born', 'thereafter')",21.437002259125773
387,"('be', 'shuffled', 'aside')",21.437002259125773
388,"('into', 'NEW', 'COUNTRIES')",21.437002259125773
389,"('more', 'efficient', 'fugitive')",21.425861701520574
390,"('In', '1812', 'Louisiana')",21.403835395190573
391,"('its', 'corresponding', 'equivalent')",21.403835395190573
392,"('their', 'early', 'settlements')",21.403835395190573
393,"('their', 'life-long', 'enemy')",21.403835395190573
394,"('this', 'flat', 'contradiction')",21.376767151992404
395,"('territory', 'whose', 'character')",21.371413917498195
396,"('EFFECT', 'would', 'follow')",21.339705057770857
397,"('ruthless', 'hand', 'would')",21.339705057770857
398,"('would', 'gladly', 'introduce')",21.339705057770857
399,"('confederacy', 'then', 'claimed')",21.31894649760406
400,"('Constitution', 'several', 'years')",21.27830451310671
401,"('They', 'hold', 'meetings')",21.27830451310671
402,"('already', 'stated', 'fully')",21.27830451310671
403,"('have', 'carefully', 'examined')",21.27830451310671
404,"('needed', 'territorial', 'governments')",21.27830451310671
405,"('bring', 'about', 'collision')",21.268320424534092
406,"('only', 'provisions', 'alluding')",21.268320424534092
407,"('``', 'Great', 'Pacificator')",21.263354171640742
408,"('``', 'bloody', 'hand')",21.263354171640742
409,"('Necessity', 'drove', 'them')",21.258404955669008
410,"('no', 'substantial', 'alteration')",21.238776148920078
411,"('Why', 'does', 'everybody')",21.219410824053146
412,"('adjourned', 'without', 'final')",21.219410824053146
413,"('has', 'eight', 'presidential')",21.219410824053146
414,"('has', 'lain', 'open')",21.219410824053146
415,"('an', 'unorganized', 'tract')",21.20030200110544
416,"('judge', 'our', 'brethren')",21.20030200110544
417,"('or', 'borrowing', 'money')",21.20030200110544
418,"('our', 'republican', 'example')",21.20030200110544
419,"('puts', 'an', 'end')",21.20030200110544
420,"('sincerely', 'wish', 'every')",21.181442973854125
421,"('WHOLE', 'meaning', 'on')",21.16282729568678
422,"('Webster', 'were', 'dead')",21.16282729568678
423,"('more', 'particularly', 'interested')",21.16282729568678
424,"('set', 'on', 'foot')",21.16282729568678
425,"('were', 'greatly', 'devoted')",21.16282729568678
426,"('-being', 'seven', 'more')",21.162827295686775
427,"('these', 'provisions', 'ineffectual')",21.149021496161748
428,"('said', 'among', 'Marion')",21.11731263643441
429,"('acquiring', 'additional', 'territory')",21.108379511664403
430,"('here', 'since', '1808')",21.108379511664403
431,"('swallowed', 'his', 'half')",21.09067750993094
432,"('catch', 'you', 'setting')",21.08190730030321
433,"('all', 'sectional', 'jealousies')",21.0731900832021
434,"('allayed', 'all', 'sectional')",21.0731900832021
435,"('ceased', 'working', 'all')",21.0731900832021
436,"('bringing', 'wild', 'negroes')",21.055912091770267
437,"('miserable', 'negroes', '!')",21.055912091770267
438,"('profitable', 'trade', '!')",21.055912091770267
439,"('very', 'fundamental', 'principles')",21.055912091770267
440,"('measures', 'passed', 'separately')",21.038838578411326
441,"('are', 'living', 'witnesses')",21.03037699966313
442,"('by', 'heavy', 'pecuniary')",21.03037699966313
443,"('freemen', 'by', 'causing')",21.03037699966313
444,"('parts', 'are', 'gone')",21.03037699966313
445,"('at', 'vast', 'pecuniary')",21.02196475984693
446,"('seek', 'admission', 'into')",21.02196475984693
447,"('equivalent', 'being', 'carried')",21.017776962883495
448,"('arrangement', 'requires', 'us')",21.005286018700296
449,"('been', 'drawn', 'together')",21.005286018700296
450,"('call', 'us', 'blessed')",21.005286018700296
451,"('hereafter', 'acquire', 'there')",21.005286018700296
452,"('lest', 'he', 'bleed')",21.005286018700296
453,"('known', 'except', 'among')",20.997018402716698
454,"('strict', 'State', 'limits')",20.997018402716698
455,"('agreement', 'with', 'concessions')",20.98879789591173
456,"('farm', 'with', 'tobacco')",20.98879789591173
457,"('its', 'strong', 'resemblance')",20.98879789591173
458,"('rollick', 'freely', 'with')",20.98879789591173
459,"('Legislature', 'had', 'indorsed')",20.980623964466027
460,"('I', 'differ', 'widely')",20.976554300156984
461,"('I', 'respectfully', 'demur')",20.976554300156984
462,"('Compromise', 'directly', 'applies')",20.95637641821935
463,"('Texas', 'principally', 'south')",20.95637641821935
464,"('Webster', ""'s"", 'leading')",20.95637641821935
465,"('just', 'application', 'depends')",20.95637641821935
466,"('few', 'miserable', 'negroes')",20.94043487435033
467,"('two', 'hundred', 'million')",20.94043487435033
468,"('as', 'plausible', 'excuses')",20.909070703440996
469,"('plausible', 'excuses', 'as')",20.909070703440996
470,"('push', 'her', 'boundary')",20.901335054661388
471,"('dares', 'not', 'cut')",20.897482729165784
472,"('does', 'NOT', 'require')",20.897482729165784
473,"('What', 'better', 'moral')",20.885987090327955
474,"('break', 'off', 'from')",20.885987090327955
475,"('an', 'extent', 'unaccountable')",20.87837390621808
476,"('doubt', 'our', 'sincerity')",20.87837390621808
477,"('our', 'fathers', 'COULD')",20.87837390621808
478,"('prohibited', 'an', 'out-going')",20.87837390621808
479,"('``', 'sufficient', 'unto')",20.848316672361896
480,"('desert', 'such', 'ground')",20.833519670433816
481,"('fight', 'should', 'begin')",20.818872894469415
482,"('omission', 'recommended', '?')",20.818872894469415
483,"('return', 'their', 'runaway')",20.818872894469415
484,"('whole', 'chapter', 'through')",20.818872894469415
485,"('has', 'thrice', 'saved')",20.804373324774303
486,"('INCREASED', '7,211', ';')",20.79001803179723
487,"('effectually', 'suppressed', ';')",20.79001803179723
488,"('been', 'left', 'undone')",20.782893597363852
489,"('-during', 'her', 'territorial')",20.77580417257753
490,"('433,643', 'free', 'blacks')",20.77580417257753
491,"('operates', 'his', 'freedom')",20.76874941504358
492,"('two', 'territories', 'instead')",20.747789796407936
493,"('-first', 'came', 'before')",20.74778979640793
494,"('application', 'depends', 'upon')",20.733983996882905
495,"('carried', 'ten', 'times')",20.733983996882905
496,"('did', 'adopt', 'systems')",20.733983996882905
497,"('north', 'western', 'county')",20.70003666495957
498,"('-the', 'very', 'figure-head')",20.693342012385557
499,"('pressed', 'entirely', 'up')",20.693342012385557
500,"('scarcely', 'have', 'invented')",20.693342012385557
501,"('where', 'nothing', 'else')",20.686678282104545
502,"('everybody', 'call', 'them')",20.673442454947853
503,"('man', 'hides', 'away')",20.66686980102437
504,"('regarded', 'its', 'character')",20.66686980102437
505,"('world', 'ever', 'saw')",20.66686980102437
506,"('secure', 'these', 'rights')",20.663594668991507
507,"('no', 'ruthless', 'hand')",20.65381364819892
508,"('other', 'similar', 'ones')",20.65381364819892
509,"('-let', 'no', 'wheedling')",20.653813648198916
510,"('To', 'desert', 'such')",20.64087459249142
511,"('too', 'soon', 'after')",20.64087459249142
512,"('My', 'own', 'feelings')",20.634448323331988
513,"('The', 'indefinite', 'Western')",20.634448323331988
514,"('Another', 'fact', 'showing')",20.615339500384287
515,"('an', 'absolute', 'truth')",20.615339500384287
516,"('an', 'indefinite', 'succession')",20.615339500384287
517,"('degrading', 'terms', 'against')",20.615339500384287
518,"('struggled', 'or', 'cared')",20.615339500384287
519,"('substantially', 'an', 'uninhabited')",20.615339500384287
520,"('suppress', 'our', 'feelings')",20.615339500384287
521,"('Soon', 'they', 'revolutionized')",20.590248519421454
522,"('grasping', 'whatever', 'he')",20.590248519421454
523,"('he', 'expressly', 'recommends')",20.590248519421454
